,Астраханская область,Волгоградская область,Иркутская область,Кабардино-Балкарская Республика,Кемеровская область,Краснодарский край,Красноярский край,Курганская область,Ленинградская область,Нижегородская область,Новосибирская область,Омская область,Оренбургская область,Пермский край,Приморский край,Республика Башкортостан,Республика Дагестан,Республика Калмыкия,Республика Коми,Республика Марий Эл,Республика Татарстан (Татарстан),Ростовская область,Рязанская область,Саратовская область,Сахалинская область,Тверская область,Томская область,Тюменская область,Ярославская область
2015-10-01,7853.380615349516,9680.009213651494,10428.609270101557,,7580.102099448513,9640.77050337488,,5840.0224153776735,8432.636228225943,4134.953966007448,7971.1708558576875,4415.72699391051,6433.044713249158,5741.368639896769,20570.1427575,4448.988927103319,9288.705091210311,7988.086552295298,5138.70166147656,5715.3775839116415,,6661.987602138539,4051.457426779468,9292.764913793688,12135.97261910893,15031.664795445358,13171.578929851898,6395.997385067271,4778.519914516323
2015-11-01,7541.601404920139,9680.009213651494,9828.964237070717,,8285.80960490717,10099.671179335524,,6369.712448452427,8432.636228225943,5780.252149081811,8532.341284110069,4748.672809251362,4928.998859291505,6429.184602956401,20570.1427575,3796.767150389973,9288.705091210311,7988.086552295298,6885.346356212443,5950.27960261041,,6677.310173623458,4376.384312407181,9292.764913793688,12135.97261910893,14906.901977643163,13229.533877143245,6700.446860596473,4137.242541988233
2015-12-01,6170.538269505658,7082.862741628799,9927.253879441423,,8474.726063899054,8566.541094312392,,5880.51853241128,8432.636228225943,3336.3615404500206,5840.387608973342,3020.1559066838668,2075.1085197617235,3457.615479469953,20570.1427575,3053.360142343616,9288.705091210311,7988.086552295298,2694.2360291859286,4852.453015928789,,6677.310173623458,3222.3317692254072,8172.986741681549,11768.25264874993,14947.1506129828,13050.935169801809,5706.770591170016,2702.446828426713
2016-01-01,4861.767102543508,4938.171903463599,8017.250233036894,,7446.741792348098,6597.093296729972,,6051.641621704447,6200.517418614537,677.2813927113542,3395.6013558571008,1196.585770228148,1904.327088585333,3062.410030166537,20570.1427575,2090.33035344844,9288.705091210311,,1003.872344474677,4852.453015928789,,6677.310173623458,1308.588931482438,8810.47970753271,11399.906340844058,14582.44013802602,11745.84165282163,4922.089634884139,1952.5178335383002
2016-02-01,6981.011382542224,5295.695549274363,5414.049082369816,,7446.741792348098,5337.708186384221,,5329.075612072937,5238.197115245562,2085.010767461904,3395.6013558571008,796.0885129327867,2625.4957570325996,3040.054436946321,20570.1427575,1199.2225237733699,9288.705091210311,,800.9897436563447,4852.453015928789,,6677.310173623458,247.32330805018077,7599.919795717717,11399.906340844058,15396.140297727872,11745.84165282163,4194.112577884775,2327.2060057943004
2016-03-01,8164.990913021385,6940.009017324052,4799.554511520842,,6675.259342660836,6129.290310425,,5329.075612072937,5642.585932542519,2156.9436389393395,3942.6327342856803,2042.842733036824,2942.6556444821376,3076.839095633371,20570.1427575,1618.110951327408,9266.41219899141,,1041.3667657276137,4852.453015928789,,6677.310173623458,2202.8592401413503,6879.447399083677,11399.906340844058,13993.551916604862,8616.749436509946,4959.957534606535,3670.9347535399293
2016-04-01,6918.196800603019,6940.009017324052,4799.554511520842,,7199.934726993976,7104.460398813619,,5096.727915386557,6882.826320515365,3170.275760513041,5251.586802068525,1961.9461608085664,3984.355742628814,2949.45795707415,20570.1427575,2654.9964489380113,9266.41219899141,,3830.355237699309,4852.453015928789,,6677.310173623458,3233.356792679474,7451.12947794753,11399.906340844058,14474.93010253607,8500.423319117064,5467.361190396784,3264.562276323059
2016-05-01,9161.76802303858,7297.419481716242,7502.18365695823,,7284.8939567725065,6681.034559044327,,5194.585091361979,6882.826320515365,4876.201147245108,5966.327765830051,2268.990734975107,4602.727753884806,2969.5142711822546,20570.1427575,2953.9490490884323,9266.41219899141,,6617.321708649326,4852.453015928789,,6677.310173623458,3169.012992505152,6798.410535679326,11399.906340844058,14644.286784735741,8601.578356614556,5467.361190396784,3608.3206840198764
2016-06-01,11218.584944210741,9110.828222922728,9856.36888851172,,9563.608786450948,8162.888024240359,,5880.7897819308955,9983.539577907537,6656.502186104297,7635.7062747093005,2705.771451457815,5062.0799837225095,3322.5895180258244,20570.1427575,4035.685190864616,9266.41219899141,,10022.595459920269,4852.453015928789,,6677.310173623458,4474.329444118025,8052.717279512163,11399.906340844058,14112.699174449834,8660.929247275197,5467.361190396784,5140.052814386314
2016-07-01,10594.831621312624,9110.828222922728,9541.950720968198,,9844.778884772606,8754.697405997784,,6958.738548958829,9983.539577907537,7416.009085538796,7635.7062747093005,2883.5406358185933,5062.0799837225095,3357.8089669168985,20570.1427575,4980.035525526936,9266.41219899141,,9399.190022313227,4852.453015928789,,6677.310173623458,4819.747677203935,9343.567859417963,11399.906340844058,13886.895987658638,8824.620810048697,5467.361190396784,4577.217031211012
2016-08-01,9036.331889817537,8395.628207423293,9431.264092604966,,9629.178227196087,8124.359192765943,,7742.988383426487,10541.61944031257,5985.460932938362,7635.7062747093005,2770.2174888309223,5315.690190907007,3179.173529876919,20981.545612650003,5238.001365749232,9266.41219899141,,6195.94606270888,4852.453015928789,,6677.310173623458,4011.475991736836,9084.751029712084,11399.906340844058,13979.938190775953,8809.618954671614,5467.361190396784,4140.0928047303605
2016-09-01,11965.007055307402,10074.753848907952,9969.78927229271,,10974.37442553538,8124.359192765943,,7474.306686521589,10541.61944031257,8257.541903081765,7635.7062747093005,3028.9558022877304,6815.777962780964,3108.9137948666394,20981.545612650003,5491.520631851495,9266.41219899141,,9321.181256739237,4852.453015928789,,6677.310173623458,4292.279311158415,8262.58106152314,11768.123315653324,14080.593745749538,8541.806538449597,5467.361190396784,5702.149819955126
2016-10-01,11965.007055307402,10289.34610588969,12096.345324072747,,12149.729926510221,9604.617437687897,,8827.156196781994,10541.61944031257,9293.863411918526,7635.7062747093005,3772.2615561691405,9248.329117697489,3209.953493199805,20981.545612650003,6187.296295907078,9266.41219899141,,12069.99760935164,7081.669931446476,,6677.310173623458,4346.791258410126,9753.150685021918,12136.46557543327,13779.2690395905,10119.47820610124,5467.361190396784,6577.429817318239
2016-11-01,11965.007055307402,10503.364504892195,13446.297462239263,,12934.60247976278,9870.66534071185,,7155.292813111485,13704.10527240634,10045.736961942735,8291.61344370683,3659.470935639683,8603.720578193976,3210.595483898445,20981.545612650003,7338.133406945795,9266.41219899141,,11896.189643776977,7222.595163082259,,6677.310173623458,5614.315589362518,11169.308164487098,12871.93538930453,13944.620268065582,10982.669697081674,5467.361190396784,5640.146068350389
2016-12-01,11965.007055307402,10789.056019425263,14965.729075472302,,12647.454304712044,9177.744633793878,,7155.292813111485,13704.10527240634,8961.801943749113,8291.61344370683,4160.452506728757,12820.404033566841,3377.8675086095536,20981.545612650003,8780.81043475134,9266.41219899141,,10047.521773134033,7222.595163082259,,6677.310173623458,5062.428366928183,10360.650253378233,12871.93538930453,13639.233084194948,10893.710072535312,5467.361190396784,6452.327102192846
2017-01-01,15579.635686715768,12407.414422339052,14802.602628549654,,13291.20972882189,10740.714544928976,,7155.292813111485,15811.796663302433,11519.500218495108,8291.61344370683,3931.627618858675,11983.231650174926,3522.4402379780427,20981.545612650003,9674.696937009025,9266.41219899141,,13083.882852975137,7156.147287581902,,6890.316368162046,7240.79129321738,11592.531568504904,13975.060252167927,13475.56228718461,10893.710072535312,5467.361190396784,7078.848063815771
2017-02-01,13523.123776069286,12407.414422339052,14460.662507830157,,12725.004194374074,10993.121336734806,,7155.292813111485,14757.149825860164,11285.654364059657,8291.61344370683,3245.1654366059506,11240.271287864081,3571.04991326214,20981.545612650003,9122.271741905812,9266.41219899141,,12835.289078768608,7212.680851153798,,7101.160049027805,7102.492179516929,13427.629315799231,13975.060252167927,12770.790379564853,11350.156524574542,5467.361190396784,6922.405521605442
2017-03-01,13771.949253548963,12407.414422339052,12676.216754363915,,11491.951287939228,9981.754173755206,,10781.595210796388,14261.309591711262,10574.658139123901,8291.61344370683,3182.8582602231168,10625.428448417915,3547.4809838346096,20981.545612650003,9466.18138657566,9266.41219899141,,12149.884641962366,7396.60421285822,,6782.317962826457,6397.2147060908965,13682.754272799419,13607.51616753591,12772.06745860281,12943.718500624806,5470.094870991983,6765.959156817158
2017-04-01,13771.949253548963,9613.264694428297,10468.01979575372,,9975.01371793125,8860.803180042496,,11369.192149784789,11594.444698061252,9125.929974063925,8291.61344370683,3057.771930596348,9981.52748444379,3398.132034415173,20981.545612650003,8458.97968704401,9266.41219899141,,9894.866052414152,6969.820149776301,,6262.792406873949,5356.387873409909,12670.23045661226,13460.554992926522,13051.77573594621,10088.334199386973,5470.094870991983,6171.23134693293
2017-05-01,12276.315564613547,10788.966966556878,10384.275637387691,,9878.256084867317,9018.525476647252,,9570.585951688836,12090.686931138276,9824.063617079815,8291.61344370683,3120.1504779805136,9637.164786230478,3414.1032549769247,20981.545612650003,8584.172586412262,6643.090905456941,,10571.67489039928,6971.911095821235,,6200.164482805209,5579.213608943761,11903.681513987218,13460.554992926522,12781.603978212126,10387.957725108765,5470.094870991983,6014.482070720833
2017-06-01,12270.177406831239,10249.518618229034,10600.268570645352,,9859.487398306066,9257.516401778405,,9570.585951688836,13144.994831533531,8448.694710688642,8291.61344370683,3328.2645148618135,9180.363175363156,3372.792605591704,20981.545612650003,9601.397037902114,7031.047414335628,,9890.859027457569,6910.558278178007,,6030.899992424627,5611.573047875635,12570.2876787705,13607.275042349422,12761.153411846988,9227.622847214114,5470.094870991983,6014.482070720833
2017-07-01,12462.81919211849,11328.792928728553,9488.300397584655,,11463.625998010462,9176.976009082931,,9570.585951688836,13144.994831533531,8000.9138910221445,8291.61344370683,3266.0259684338976,10627.188411800389,3355.2540840426277,20981.545612650003,9325.836942914322,6088.887060814653,,9808.764897529669,6791.005619965527,,6010.998022449627,5658.7102614777905,11482.95779455685,13607.275042349422,12818.5786022003,9376.187575054262,5470.094870991983,6234.010666302144
2017-08-01,13682.92919102689,13486.92798165134,10488.36725949008,,14144.968118945111,9880.850068979593,,9570.585951688836,13703.657111873708,10230.768592450018,8291.61344370683,3994.0231567978135,11506.056893456282,3505.569467007738,21510.280562088778,10064.443228793138,7609.282159900071,,12093.226242164332,6830.393452561328,,6197.94006094781,6216.093222233353,12307.434164206035,13607.275042349422,12675.010521855658,9361.185674934177,5470.094870991983,7204.646127045387
2017-09-01,14949.96843411598,14026.405100917395,13213.2450735056,,13996.44595369619,10690.091689629022,,9570.585951688836,13703.657111873708,10477.33011552806,8291.61344370683,4368.662528905449,11920.274941620706,3666.124548596692,21510.280562088778,11877.049454298784,8143.453767525056,,12510.442547519,7085.1671283418655,,6466.31086558685,6985.023953823618,14015.70602619783,13607.275042349422,12545.725414532732,9383.652520554018,5470.094870991983,7988.511625667924
2017-10-01,15126.37806163855,14026.405100917395,14608.563753267794,,14178.39975109424,10772.405395639164,,9570.585951688836,13703.657111873708,10857.65719872173,8291.61344370683,4555.641285142602,12558.009650997416,3863.362049311194,21510.280562088778,12411.516679742228,8676.035643921196,,13493.763331753993,7516.653806457886,,6596.283713985145,7185.494141298357,15822.330532974733,14343.428622140525,12479.233069835705,9383.652520554018,5470.094870991983,7361.4134630529925
2017-11-01,15189.90884949743,14026.405100917395,14034.447197764368,,16118.004837043933,11012.630035961918,,9570.585951688836,14261.39595632697,10753.423689614001,8291.61344370683,4826.246377480073,14111.435444825795,3938.311273067831,21510.280562088778,12781.379876798546,8738.50310055743,,12447.99667354306,7698.5568285741665,,6989.422223338659,7240.103896772226,17814.361947076253,13976.236849413728,12501.695689361411,10566.93110339588,5470.094870991983,7925.297734322851
2017-12-01,17120.546264268552,14026.405100917395,19670.681192386535,,15843.998754814187,12304.411539180253,,9570.585951688836,14819.016538219352,11810.485238303057,8291.61344370683,4867.752096326401,13603.423768812067,4141.921965885438,21510.280562088778,13435.786526490632,8738.50310055743,,14457.103336652908,7823.273449197068,,7007.59472111934,8206.657766991317,16002.641337058598,14711.386907692891,12162.899736179717,10905.072898704546,5470.094870991983,7455.327578677507
2018-01-01,16120.706362435269,13378.38518525501,19216.28845684241,,16281.293120447059,11372.967585664308,,9570.585951688836,15810.408744626226,11238.857752769189,8005.552779898944,4867.752096326401,14893.028342095451,4007.7236941907495,21510.280562088778,12510.060834815427,8777.826364509936,,12629.725474899982,8489.034019723738,,7242.349144276837,7804.531536408743,15769.00277353754,15446.956253077533,11282.305795280308,11950.869389690313,5487.052165092057,7925.758748892056
2018-02-01,15322.731397494721,13378.38518525501,15849.59471920362,,14381.266213290886,11516.266977243678,,9570.585951688836,13702.881258967549,11474.873765577342,7772.591194003884,3952.1279270074056,15950.43335438423,4038.983939005437,21510.280562088778,12226.082453865118,8777.826364509936,,14015.206359496508,8798.883761443656,,7157.613659288799,7959.841713983276,14917.476623766512,15446.956253077533,12494.025437693412,10269.382066560886,5343.840103583156,7205.307278617769
2018-03-01,16589.921284067535,13378.38518525501,14689.404385757918,,12915.815186156546,10113.585659415397,,9570.585951688836,13702.881258967549,10525.901705164095,7772.591194003884,4139.458790747555,14581.886172578063,3880.251870202523,21510.280562088778,11246.773249310521,8777.826364509936,,12516.980799666333,8246.313861224995,,7250.6626368595535,6851.035763225405,13937.398409585056,15446.956253077533,12462.790374099179,10865.006226421416,5343.840103583156,7362.382977291636
2018-04-01,14600.78972210784,13378.38518525501,14358.892787078363,,15169.624936140863,10174.267173371889,,9570.585951688836,13702.881258967549,12246.886633958424,7602.3714468552,5116.785011243055,14491.478478308078,4090.1734963804793,21510.280562088778,11298.50840625735,8777.826364509936,,14268.106413539652,8687.491652800532,,7372.473769158794,6857.201695412309,15307.444673247264,15446.956253077533,12634.776881261745,10865.006226421416,5343.840103583156,9336.237853503522
2018-05-01,14600.78972210784,13378.38518525501,18538.766477396875,,15749.104608701442,12330.194387409392,,9570.585951688836,16121.43980117532,14709.735536047461,8763.253566789987,5969.753072617272,20017.07922208695,4864.443339245304,21510.280562088778,15536.57890944448,8777.826364509936,,18073.410394030674,9009.797593119432,,7527.295718311129,8754.589404532895,18097.99183718024,15814.593811900782,12408.61437508716,12651.213250045097,5343.840103583156,10965.41135893989
2018-06-01,21666.11186863582,19311.699014915608,20987.737529061003,,16522.38564498868,12332.660426286871,,9570.585951688836,16121.43980117532,16001.250316112428,11475.480545711487,6697.465972169316,22285.014297949398,5086.748399848814,21510.280562088778,19806.03079375982,8777.826364509936,,20628.990623746613,9187.290605703885,,7510.735667730845,11064.050089448674,21397.2557490982,16549.972424154166,13470.79176559462,14585.583755976992,5773.484847911241,11059.713896626774
2018-07-01,21666.11186863582,19311.699014915608,22278.48338709825,,17287.372100351655,14683.26550353715,,9570.585951688836,17918.98033900637,16034.852941776264,10797.27964545994,6531.3688160595175,18505.47587301718,4962.123064052518,22157.740007007655,18578.056884546713,8777.826364509936,,21811.031786487296,9145.029068917649,,8300.113986409357,10383.611008947579,22208.211741989024,18021.264972661473,13769.84334279082,16669.863674706106,5773.484847911241,10182.678584624271
2018-08-01,23195.73936656151,19311.699014915608,21694.787122356276,,17133.514488658526,22346.461769833193,,9570.585951688836,17918.98033900637,16089.371441778305,11621.11208240853,7945.410164736403,18011.37966720762,4993.880651662454,22157.740007007655,18687.667420165537,8777.826364509936,,21811.031786487296,9800.727653159045,,8205.492686964291,10470.83334142274,21795.139003588025,18388.89877810377,13571.557598654634,19051.987193821613,6891.808862951647,10902.593960557206
2018-09-01,23912.487712988263,20174.93196088234,24356.73750226939,,17345.970068317893,14891.682123416838,,9570.585951688836,20088.96885806004,17086.912471168558,12302.109250437672,9567.862920375575,19754.88121899332,5349.444954060821,22157.740007007655,19661.294892756163,8777.826364509936,,21954.984596278115,10563.22426457482,,8181.696758172094,10964.009591803748,24700.43103276631,20595.56663147622,13804.988389351493,23070.05129299859,6836.674392048034,12594.676543235682
2018-10-01,26100.480338726695,21792.9615041451,27613.233306322807,,17358.112247365712,16157.475103907269,,9570.585951688836,20088.96885806004,17801.145412463407,12720.38096495255,9359.283508711389,22941.34355961694,5491.740189838839,22157.740007007655,21912.51315797674,8777.826364509936,,22385.302294365167,11116.737216038538,,9012.95714880238,12098.784584555437,25836.65086027356,20595.56663147622,14014.824212869635,25303.232258160857,6467.49397487744,13095.944669656463
2018-11-01,27494.2459888147,21792.9615041451,27919.740196022994,,17713.953548436708,16858.709523416845,,9570.585951688836,20088.96885806004,18803.349899185097,11725.647173493262,7487.426806969112,22741.753870648274,5704.270535185602,22157.740007007655,22723.276144821877,8777.826364509936,,22385.302294365167,10708.752960209924,,8964.287180198848,13024.341605273927,25697.132945628084,23538.67310311417,13944.750091805288,27534.97734333064,5946.2139605023185,10649.622205364638
2018-12-01,20994.606237058902,18340.956401888514,23890.92168573687,,17432.301687016563,12463.643950662074,,9570.585951688836,20088.96885806004,13916.359260386891,10088.746828073605,5906.831008017932,16060.226583451811,5157.801417914822,22157.740007007655,17542.36918380249,8777.826364509936,,21266.037179646904,10708.752960209924,,8339.476363738988,8997.21518092323,22891.006027965497,23538.67310311417,13854.109216208552,25301.890680786528,6164.440012852754,8646.428268535548
2019-01-01,19275.14798624378,16545.376770143626,23599.45244117088,,16128.365520827721,9483.586682058773,,9570.585951688836,20088.96885806004,12750.168354366471,11509.242381466367,4827.062299752254,16591.820083364066,4533.191666205337,22179.897747014664,12904.166771605112,8777.826364509936,,20668.461534898826,10351.080611338912,,8089.292072826819,6888.2679425148235,18550.871285063236,23538.67310311417,13678.162029162704,27533.517438831896,6164.440012852754,9026.871112351113
2019-02-01,22058.479355457384,18815.40246300733,16968.006305201867,,15565.485564150835,13919.060173257662,,9570.585951688836,20088.96885806004,14220.262765624926,10810.631368911361,6279.042639517733,19332.788761135813,4365.010255389119,22202.077644761674,16070.849297357008,8777.826364509936,,22357.074842300062,10264.131534203665,,8120.840311910844,9421.772891771776,20556.22047097857,23145.577262292165,13686.3689263802,23813.739232845706,6164.440012852754,11614.875060262175
2019-03-01,25918.713242662427,19001.6749473911,18634.26452437269,,14519.484934239896,16558.113982107312,,9570.585951688836,20088.96885806004,16353.302180468663,14353.275268503614,6749.34293321761,19794.842412526956,4499.889072280643,22246.481800051195,18399.51536054404,10403.479807217176,,22357.074842300062,10212.810876532647,,8126.52490012918,11545.440501577135,22618.00938421772,24231.104835893668,13824.601252536644,21582.391866728063,7573.014555789608,12323.382438938168
2019-04-01,25584.361841832077,19056.779804738537,20808.88319436698,,14419.300488193641,16558.113982107312,,9570.585951688836,20088.96885806004,17205.30922407108,14353.275268503614,6872.180974602169,20584.65662478678,4458.940081722889,22290.9747636513,19497.96642756852,10403.479807217176,,22357.074842300062,10588.64231678905,,8180.972616960047,11503.876915771456,25096.94321272798,24592.148297948483,13998.791228318605,19646.451316282553,7573.014555789608,12046.10633406206
2019-05-01,25584.361841832077,19077.742262523745,21212.5755283377,,15608.892778469617,20344.954649815256,,9570.585951688836,20088.96885806004,17148.531703631645,14353.275268503614,6688.006524482831,20848.140229584056,4657.80880936773,22357.847687942252,20527.459054944142,10403.479807217176,,22357.074842300062,10853.358374708776,,8492.667673666225,11915.715709356075,25280.150898180895,24592.148297948483,13283.452996551523,22622.888690699365,7573.014555789608,11800.365764847193
2019-06-01,25584.361841832077,18097.146310230026,21025.90486368833,,14502.22228047612,15173.267177832215,,9570.585951688836,20088.96885806004,14775.174915849026,14353.275268503614,5603.880666864164,16957.87726274367,4741.649367936348,22424.921231006076,18762.097576218945,10403.479807217176,,22001.597352307486,10895.68647237014,,8109.64836158388,10534.684258641704,21695.42550081885,24592.148297948483,13743.060470232203,22473.577625340746,7573.014555789608,8441.981668171682
2019-07-01,25584.361841832077,17297.25244331786,21501.090313607685,,14215.078279322694,12801.685517937041,,9570.585951688836,20088.96885806004,13408.47123613299,14353.275268503614,5992.789985144537,18631.619748576468,4417.794716106296,22514.620915930103,14414.919567809016,10403.479807217176,,22001.597352307486,10719.176351517744,,8176.958442985025,8613.157849865458,18853.324760211577,24592.148297948483,13906.602889827967,20241.95136714441,7573.014555789608,10660.5344505672
