Субъект федерации,,Акцизы на нефтепродукты,Акцизы на нефтепродукты (фед.бюджет),Акцизы на нефтепродукты  (суб.бюджет),НДПИ (нефть),"НДПИ (нефть, фед.бюджет)","НДПИ (нефть, суб.бюджет)",НДПИ,НДПИ (фед.бюджет),НДПИ (суб.бюджет),Задолженность по НДПИ,Задолженность по акцизу на нефтепродукты,Задолженность по налогам и сборам в добыче сырой нефти и природного газа,Задолженность по налогам и сборам в добыче сырой нефти и природного газа (удельный вес в общей сумме задолженности),НДПИ (газ горючий природный),"НДПИ (газ горючий природный, фед.бюджет)","НДПИ (газ горючий природный, суб.бюджет)",НДПИ (газовый конденсат ),"НДПИ (газовый конденсат, фед.бюджет)","НДПИ (газовый конденсат, суб.бюджет)"
Алтайский край,2013-01-01,,,,,,,282.26200000009976,104.27800000001837,177.98399999999452,3.554,0.023,,,,,,,,
Алтайский край,2014-01-01,0.0,0,0.0,0.0,0.0,0,268.009,99.016,168.993,4.481,0.023,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Алтайский край,2015-01-01,0.003,,0.003,0.0,0.0,0,324.39599999999996,122.442,201.954,6.182,0.023,0.001,1.20058e-05,0.0,0.0,0,0.0,0.0,0
Алтайский край,2016-01-01,0.5930000000000001,0.07100000000000001,0.522,0.0,0.0,0,374.906,143.372,231.534,6.146,0.515,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Алтайский край,2017-01-01,0.12,0.046,0.07400000000000001,0.0,0.0,0,391.20599999999996,149.40900000000005,241.79700000000003,7.231000000000001,0.0,0.742,0.0038653767,0.0,0.0,0,0.0,0.0,0
Амурская область,2013-01-01,,,,,,0,2792.464999999404,1099.8549999998797,1692.609999999787,5.967999999999998,0.0,,,,,0,,,0
Амурская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,2945.292,1160.363,1784.9289999999999,19.583,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Амурская область,2015-01-01,0.0,,0.0,0.0,0.0,0,3576.178000000001,1416.9830000000004,2159.195,29.988000000000003,0.0,0.001,3.45386e-05,0.0,0.0,0,0.0,0.0,0
Амурская область,2016-01-01,0.0,0,0.0,0.0,0.0,0,3015.18,1192.114,1823.066,36.841,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Амурская область,2017-01-01,0.0,0,0.0,0.0,0.0,0,2600.792,1014.702,1586.09,12.158,0.0,0.001,1.17363e-05,0.0,0.0,0,0.0,0.0,0
Архангельская область,2013-01-01,,,,,,0,129.8189999999978,12.644000000006875,117.17500000000554,3.377,0.0,,,,,0,,,0
Архангельская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,420.24199999999996,10.058,410.184,1.226,0.0,0.008,0.0001914204,0.0,0.0,0,0.0,0.0,0
Архангельская область,2015-01-01,0.0,,0.0,0.0,0.0,0,1746.5030000000004,9.758,1736.745,0.112,0.0,0.002,4.48759e-05,0.0,0.0,0,0.0,0.0,0
Архангельская область,2016-01-01,0.0,0,0.0,0.0,0.0,0,2117.432,10.754,2106.678,4.021,0.0,0.20800000000000002,0.004530259,0.0,0.0,0,0.0,0.0,0
Архангельская область,2017-01-01,0.0,0,0.0,0.0,0.0,0,2373.511,12.142999999999999,2361.368,3.572,0.0,0.003,3.54123e-05,0.0,0.0,0,0.0,0.0,0
Астраханская область,2013-01-01,10859.144999996399,3040.5610000003026,7818.5840000028875,75.47499999993279,75.47499999993279,0,8766.757000000562,8748.133000001271,18.62399999999409,2.648,0.0,,,,,0,,,0
Астраханская область,2014-01-01,12553.549,3514.994,9038.555,23.722,23.722,0,10605.04,10584.463,20.576999999999998,0.398,0.0,6.032,0.2248278196,7772.526999999999,7772.526999999999,0,2782.887,2782.887,0
Астраханская область,2015-01-01,7390.738,,7390.738,3147.936,3147.936,0,26103.303,26085.956,17.347,0.135,0.0,28.364,0.8831099768,8595.622000000001,8595.622000000001,0,14335.983,14335.983,0
Астраханская область,2016-01-01,11876.034,965.785,10910.249,4628.95,4628.95,0,38330.775,38313.301,17.474,22.821,0.0,36.116,0.9752706932,10458.919,10458.919,0,23218.143,23218.143,0
Астраханская область,2017-01-01,13116.507,5023.622,8092.885,17958.516,17958.516,0,57023.187999999995,57008.501,14.687,93.675,0.0,10.273,0.116478479,15930.069,15930.069,0,23115.471,23115.471,0
Белгородская область,2013-01-01,,,,,,0,895.4900000001973,302.1399999999859,593.3499999998911,1.5490000000000002,0.003,,,,,0,,,0
Белгородская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,1041.535,330.32199999999995,711.2130000000002,1.937,0.003,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Белгородская область,2015-01-01,0.0,,0.0,0.0,0.0,0,985.7919999999999,292.474,693.318,2.591,0.002,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Белгородская область,2016-01-01,17.972,1.6660000000000001,16.305999999999994,0.0,0.0,0,911.465,288.144,623.321,1.82,0.8170000000000001,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Белгородская область,2017-01-01,-2.6010000000000004,-0.996,-1.605,0.0,0.0,0,990.4760000000001,325.0660000000001,665.41,6.832999999999998,0.002,0.005,6.801640000000001e-05,0.0,0.0,0,0.0,0.0,0
Брянская область,2013-01-01,,,,,,0,27.241000000010175,8.002999999998176,19.237999999995985,20.056,0.0,,,,,0,,,0
Брянская область,2014-01-01,0.001,0,0.001,0.0,0.0,0,32.434000000000005,9.481,22.953000000000003,20.167,0.0,0.001,3.32146e-05,0.0,0.0,0,0.0,0.0,0
Брянская область,2015-01-01,0.001,,0.001,0.0,0.0,0,26.769,7.599,19.17,2.064,0.0,0.303,0.0072837169,0.0,0.0,0,0.0,0.0,0
Брянская область,2016-01-01,0.027000000000000003,0.002,0.025,0.0,0.0,0,25.023000000000003,6.94,18.083,0.35600000000000004,0.0,0.004,9.59972e-05,0.0,0.0,0,0.0,0.0,0
Брянская область,2017-01-01,-0.027000000000000003,-0.01,-0.017,0.0,0.0,0,20.157,4.76,15.397,1.6469999999999998,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Владимирская область,2013-01-01,,,,,,0,76.91700000000269,1.5019999999999998,75.41499999998906,1.1189999999999998,0.0,,,,,0,,,0
Владимирская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,95.737,1.5019999999999998,94.235,3.338,0.0,0.08900000000000001,0.0013057828,0.0,0.0,0,0.0,0.0,0
Владимирская область,2015-01-01,0.0,,0.0,0.0,0.0,0,79.348,2.498,76.85,5.774,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Владимирская область,2016-01-01,0.0,0,0.0,0.0,0.0,0,69.217,1.74,67.477,3.04,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Владимирская область,2017-01-01,0.0,0,0.0,0.0,0.0,0,83.589,2.523,81.066,7.258999999999999,0.0,0.002,1.04963e-05,0.0,0.0,0,0.0,0.0,0
Волгоградская область,2013-01-01,13348.61899999606,3737.612999999428,9611.005999997558,9970.378000000543,9970.378000000543,0,10056.485999997221,10018.860999999912,37.62499999999571,3.524,0.17599999999999993,,,,,0,,,0
Волгоградская область,2014-01-01,15714.14,4399.959,11314.181,9497.089,9497.089,0,9737.604,9694.83,42.773999999999994,0.799,0.715,26.086,0.2933247755,139.716,139.716,0,42.857,42.857,0
Волгоградская область,2015-01-01,12202.2,,12202.2,11374.43,11374.43,0,11703.288999999999,11663.446000000002,39.843,16.912,0.383,37.57700000000001,0.365022993,120.705,120.705,0,154.024,154.024,0
Волгоградская область,2016-01-01,19857.401,1700.015,18157.386,10199.217,10199.217,0,10811.5,10746.435,65.065,27.792,0.0,50.368,0.4097488466,224.084,224.084,0,296.558,296.558,0
Волгоградская область,2017-01-01,28637.45,10968.143,17669.307,13104.133999999998,13104.133999999998,0,13675.055,13621.714,53.341,47.104,0.0,81.23700000000002,0.2780795114,208.924,208.924,0,291.14,291.14,0
Вологодская область,2013-01-01,,,,,,0,24.727000000009188,4.427000000001626,20.29999999999605,1.3040000000000003,0.0,,,,,0,,,0
Вологодская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,29.949,5.795,24.154,1.3210000000000002,0.0,0.135,0.003997959000000001,0.0,0.0,0,0.0,0.0,0
Вологодская область,2015-01-01,0.0,,0.0,0.0,0.0,0,27.912000000000006,5.6030000000000015,22.309,1.828,0.0,0.114,0.0029547802000000002,0.0,0.0,0,0.0,0.0,0
Вологодская область,2016-01-01,0.0,0,0.0,0.0,0.0,0,29.761999999999997,6.167999999999999,23.594,2.132,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Вологодская область,2017-01-01,0.0,0,0.0,0.0,0.0,0,34.44,6.727,27.713,2.224,46.911,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Воронежская область,2013-01-01,0.001,,0.001,,,0,140.60000000004018,7.684999999999095,132.9150000000203,0.5489999999999959,0.0,,,,,0,,,0
Воронежская область,2014-01-01,0.001,0,0.001,0.0,0.0,0,162.358,11.005999999999998,151.352,8.937999999999997,0.0,0.457,0.0067234101000000004,0.0,0.0,0,0.0,0.0,0
Воронежская область,2015-01-01,0.0,,0.0,0.0,0.0,0,174.24599999999998,13.936,160.31,2.093,0.0,2.85,0.0441205566,0.0,0.0,0,0.0,0.0,0
Воронежская область,2016-01-01,0.0,0,0.0,0.0,0.0,0,159.298,9.076,150.222,3.806,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Воронежская область,2017-01-01,0.001,0,0.001,0.0,0.0,0,165.61100000000005,8.746,156.865,4.368,0.0,0.313,0.0021288269,0.0,0.0,0,0.0,0.0,0
Еврейская автономная область,2013-01-01,,,,,,0,32.671000000008156,9.63000000000068,23.040999999993673,1.2130000000000003,0.002,,,,,0,,,0
Еврейская автономная область,2014-01-01,0.0,0,0.0,0.0,0.0,0,45.62,14.865,30.755,2.3360000000000003,0.002,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Еврейская автономная область,2015-01-01,0.0,,0.0,0.0,0.0,0,33.291000000000004,9.743,23.548,2.164,0.002,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Еврейская автономная область,2016-01-01,0.0,0,0.0,0.0,0.0,0,60.494,16.137,44.357,0.239,0.002,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Еврейская автономная область,2017-01-01,0.0,0,0.0,0.0,0.0,0,75.52300000000002,11.122,64.40100000000001,1.356,0.002,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Забайкальский край,2013-01-01,,,,,,0,1646.6779999996977,636.6260000001071,1010.0519999999235,128.63299999999998,0.0,,,,,0,,,0
Забайкальский край,2014-01-01,0.0,0,0.0,0.0,0.0,0,1761.3670000000004,692.498,1068.869,92.755,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Забайкальский край,2015-01-01,0.0,,0.0,0.0,0.0,0,2218.699,868.1360000000002,1350.5629999999999,243.167,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Забайкальский край,2016-01-01,0.0,0,0.0,0.0,0.0,0,2588.757,1026.523,1562.2340000000004,80.798,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Забайкальский край,2017-01-01,0.0,0,0.0,0.0,0.0,0,3029.752,1211.6889999999999,1818.0629999999999,87.991,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Ивановская область,2013-01-01,2.5710000000003577,0.7190000000000775,1.8520000000000554,,,0,15.96199999999499,0.0269999999999784,15.934999999994254,3.0789999999999997,0.0,,,,,0,,,0
Ивановская область,2014-01-01,4.6720000000000015,1.308,3.3640000000000003,0.0,0.0,0,20.264,0.015,20.249,3.073,1.858,0.004,8.82858e-05,0.0,0.0,0,0.0,0.0,0
Ивановская область,2015-01-01,18.115,,18.115,0.0,0.0,0,20.256,0.013,20.243,1.659,1.4220000000000002,0.004,8.08333e-05,0.0,0.0,0,0.0,0.0,0
Ивановская область,2016-01-01,28.617,3.136,25.481,0.0,0.0,0,17.535,0.015,17.52,2.03,0.0,0.01,0.0001725059,0.0,0.0,0,0.0,0.0,0
Ивановская область,2017-01-01,13.581,5.2010000000000005,8.38,0.0,0.0,0,29.686,0.013999999999999999,29.671999999999997,1.747,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Иркутская область,2013-01-01,19989.871999994397,5597.164000002086,14392.707999992317,,,0,2610.4270000000038,1163.5640000000146,1446.8630000003473,57.60700000000001,36.921,,,,,0,,,0
Иркутская область,2014-01-01,18389.714,5149.12,13240.594,36773.314,36773.314,0,39145.931000000004,37688.054,1457.8770000000004,45.89100000000001,8.54,10.244000000000002,0.0820230582,36.70200000000001,36.70200000000001,0,-48.654,-48.654,0
Иркутская область,2015-01-01,8323.655999999999,,8323.655999999999,66602.62299999999,66602.62299999999,0,70065.696,67980.418,2085.278,68.571,0.255,10.153,0.0848485325,5.747999999999998,5.747999999999998,0,21.321,21.321,0
Иркутская область,2016-01-01,12916.72,928.535,11988.185,64655.397,64655.397,0,68759.584,66289.686,2469.8979999999997,99.479,428.338,126.06200000000001,0.8490565593000001,1.949,1.949,0,43.43899999999999,43.43899999999999,0
Иркутская область,2017-01-01,18845.796000000002,7217.9400000000005,11627.856000000002,107739.176,107739.176,0,110717.281,108916.79800000001,1800.4830000000004,34.767,575.6120000000002,89.73200000000001,0.295685945,3.048,3.048,0,39.621,39.621,0
Кабардино-Балкарская Республика,2013-01-01,,,,7.565999999997995,7.565999999997995,0,16.22199999999564,7.721000000003121,8.50099999999925,1.1720000000000004,-8.881784197001252e-16,,,,,0,,,0
Кабардино-Балкарская Республика,2014-01-01,0.0,0,0.0,5.056,5.056,0,14.674,5.254,9.42,2.2880000000000003,5.6629999999999985,0.003,2.37396e-05,0.0,0.0,0,0.0,0.0,0
Кабардино-Балкарская Республика,2015-01-01,0.0,,0.0,9.925,9.925,0,20.012,10.171,9.841,2.412,0.0,0.002,2.21096e-05,0.0,0.0,0,0.0,0.0,0
Кабардино-Балкарская Республика,2016-01-01,0.0,0,0.0,5.957999999999998,5.957999999999998,0,15.071000000000002,6.22,8.851,3.907,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Кабардино-Балкарская Республика,2017-01-01,0.0,0,0.0,4.333,4.333,0,11.071,4.593,6.4780000000000015,3.196,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Калининградская область,2013-01-01,0.02,,0.014999999999925002,1814.7670000000187,1814.7670000000187,0,4482.110999999208,4408.0259999980435,74.08500000001017,1.5959999999999894,27.474,,,,,0,,,0
Калининградская область,2014-01-01,0.001,0,0.001,1834.888,1834.888,0,4524.95,4420.196,104.75399999999999,37.509,27.466,98.208,1.2632240228,0.0,0.0,0,0.0,0.0,0
Калининградская область,2015-01-01,0.0,,0.0,2011.339,2011.339,0,4654.929,4554.222000000002,100.707,4.5840000000000005,0.057,104.26100000000001,1.2546946805,0.0,0.0,0,0.0,0.0,0
Калининградская область,2016-01-01,0.0,0,0.0,1618.754,1618.754,0,3839.695,3672.949,166.74599999999998,8.177,0.057,106.218,1.1270926468,0.0,0.0,0,0.0,0.0,0
Калининградская область,2017-01-01,0.005,0.002,0.003,2154.0840000000007,2154.0840000000007,0,4927.859,4734.645,193.21400000000003,13.865,0.0,13.300999999999998,0.0710432879,0.0,0.0,0,0.0,0.0,0
Калужская область,2013-01-01,35.162999999989744,9.846000000000789,25.31699999999939,,,0,139.6759999999507,17.18699999998773,122.48899999999361,3.431,0.0,,,,,0,,,0
Калужская область,2014-01-01,56.535,15.83,40.705,0.0,0.0,0,141.515,11.681,129.834,9.538,0.0,0.036000000000000004,0.0014222683,0.0,0.0,0,0.0,0.0,0
Калужская область,2015-01-01,68.107,,68.107,0.0,0.0,0,147.30800000000005,18.362,128.946,15.262,0.0,0.013000000000000001,0.00026579340000000004,0.0,0.0,0,0.0,0.0,0
Калужская область,2016-01-01,82.06400000000002,5.771,76.293,0.0,0.0,0,153.514,15.792000000000002,137.722,21.284000000000002,0.0,0.012,0.0001872096,0.0,0.0,0,0.0,0.0,0
Калужская область,2017-01-01,67.306,25.778000000000002,41.528,0.0,0.0,0,133.84799999999998,13.015999999999998,120.832,24.17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Камчатский край,2013-01-01,,,,,,0,424.81800000006854,266.285000000034,158.53300000001468,12.273000000000001,0.0,,,,,0,,,0
Камчатский край,2014-01-01,0.0,0,0.0,0.0,0.0,0,553.0830000000001,335.14599999999996,217.937,0.5690000000000001,0.0,0.011000000000000001,0.00034517090000000004,192.041,192.041,0,6.138,6.138,0
Камчатский край,2015-01-01,0.0,,0.0,0.0,0.0,0,594.0930000000002,263.454,330.639,7.7680000000000025,0.0,0.004,0.00011749610000000001,43.856,43.856,0,6.283,6.283,0
Камчатский край,2016-01-01,0.0,0,0.0,0.0,0.0,0,602.212,255.886,346.32599999999996,1.494,0.0,0.005,0.000138641,32.026,32.026,0,7.511,7.511,0
Камчатский край,2017-01-01,0.0,0,0.0,0.0,0.0,0,405.415,198.321,207.094,0.985,0.0,0.01,0.0001039378,58.578,58.578,0,9.346,9.346,0
Карачаево-Черкесская Республика,2013-01-01,,,,,,0,64.6169999999743,22.062999999993878,42.553999999995696,355.14900000000006,0.0,,,,,0,,,0
Карачаево-Черкесская Республика,2014-01-01,0.0,0,0.0,0.0,0.0,0,56.07400000000001,19.542,36.532,469.22900000000004,0.0,475.886,19.5559248511,0.0,0.0,0,0.0,0.0,0
Карачаево-Черкесская Республика,2015-01-01,0.0,,0.0,0.0,0.0,0,62.90300000000001,22.195999999999998,40.707,1.811,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Карачаево-Черкесская Республика,2016-01-01,0.0,0,0.0,0.0,0.0,0,64.757,23.638,41.119,1.791,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Карачаево-Черкесская Республика,2017-01-01,0.0,0,0.0,0.0,0.0,0,65.96900000000001,24.095,41.873999999999995,2.79,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Кемеровская область,2013-01-01,414.3910000000047,116.02899999999721,298.3620000000092,,,0,5319.590999998183,2109.7519999996216,3209.839000000486,1351.2890000000002,16.519,,,,,0,,,0
Кемеровская область,2014-01-01,2572.358,720.26,1852.098,0.0,0.0,0,4921.38,1948.2479999999998,2973.132,1187.9560000000001,48.543,2.577,0.0125481866,0.0,0.0,0,0.0,0.0,0
Кемеровская область,2015-01-01,1285.7160000000001,,1285.7160000000001,0.0,0.0,0,6286.138000000001,2495.661,3790.477,978.0260000000001,103.265,2.513,0.015410270700000001,0.0,0.0,0,0.0,0.0,0
Кемеровская область,2016-01-01,302.391,16.531000000000002,285.86,0.0,0.0,0,6732.416,2669.875,4062.5409999999997,741.7470000000003,321.971,0.488,0.0026958827000000004,0.0,0.0,0,0.0,0.0,0
Кемеровская область,2017-01-01,141.41,54.160000000000004,87.25,0.0,0.0,0,10256.541,4080.665,6175.876,500.465,321.971,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Кировская область,2013-01-01,,,,55.55699999999453,55.55699999999453,0,85.74700000001695,55.7139999999884,30.033000000014116,3.581,0.0,,,,,0,,,0
Кировская область,2014-01-01,0.0,0,0.0,65.574,65.574,0,97.01299999999999,65.75,31.263,2.242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Кировская область,2015-01-01,0.0,,0.0,44.663000000000004,44.663000000000004,0,71.098,44.75400000000001,26.344,3.706,0.0,0.29,0.007297213,0.0,0.0,0,0.0,0.0,0
Кировская область,2016-01-01,0.0,0,0.0,37.37600000000001,37.37600000000001,0,72.708,37.49,35.218,3.047,0.0,1.1,0.0252938688,0.0,0.0,0,0.0,0.0,0
Кировская область,2017-01-01,0.0,0,0.0,33.935,33.935,0,67.417,34.03,33.387,6.42,0.0,0.369,0.0036463384,0.0,0.0,0,0.0,0.0,0
Костромская область,2013-01-01,,,,,,0,11.482000000001639,0.01400000000000224,11.468000000003029,1.089,0.0,,,,,0,,,0
Костромская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,12.714,0.025,12.689,1.545,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Костромская область,2015-01-01,0.0,,0.0,0.0,0.0,0,10.243,0.008,10.235,1.3030000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
