Субъект федерации,,Акцизы на нефтепродукты,Акцизы на нефтепродукты (фед.бюджет),Акцизы на нефтепродукты  (суб.бюджет),НДПИ (нефть),"НДПИ (нефть, фед.бюджет)","НДПИ (нефть, суб.бюджет)",НДПИ,НДПИ (фед.бюджет),НДПИ (суб.бюджет),Задолженность по НДПИ,Задолженность по акцизу на нефтепродукты,Задолженность по налогам и сборам в добыче сырой нефти и природного газа,Задолженность по налогам и сборам в добыче сырой нефти и природного газа (удельный вес в общей сумме задолженности),НДПИ (газ горючий природный),"НДПИ (газ горючий природный, фед.бюджет)","НДПИ (газ горючий природный, суб.бюджет)",НДПИ (газовый конденсат ),"НДПИ (газовый конденсат, фед.бюджет)","НДПИ (газовый конденсат, суб.бюджет)"
Сахалинская область,2017-01-01,234.533,89.82600000000001,144.707,11029.526000000002,11029.526000000002,0,11499.105,11181.886999999999,317.218,13.064,21.575,22.347,0.1576287645,9.716000000000001,9.716000000000001,0,3.7960000000000003,3.7960000000000003,0
Свердловская область,2013-01-01,,,,,,0,1727.5070000008063,637.1860000000647,1090.320999999459,25.323,0.364,,,,,0,,,0
Свердловская область,2014-01-01,0.001,0,0.001,-0.044000000000000004,-0.044000000000000004,0,1520.03,548.12,971.91,57.401,0.364,5.9460000000000015,0.0300150848,0.0,0.0,0,0.0,0.0,0
Свердловская область,2015-01-01,0.0,,0.0,0.0,0.0,0,1955.609,730.283,1225.326,35.026,0.364,12.713,0.060667997,0.0,0.0,0,0.0,0.0,0
Свердловская область,2016-01-01,0.027000000000000003,0.003,0.024,0.0,0.0,0,2231.1240000000007,836.7739999999999,1394.35,129.014,0.364,10.251,0.0384691421,0.0,0.0,0,0.0,0.0,0
Свердловская область,2017-01-01,0.0,0,0.0,0.0,0.0,0,1881.404,699.442,1181.962,209.696,0.0,0.34500000000000003,0.0006563152,0.0,0.0,0,0.0,0.0,0
Смоленская область,2013-01-01,,,,,,0,31.064999999998243,0.07400000000001575,30.990999999999573,4.178,0.0,,,,,0,,,0
Смоленская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,28.691999999999997,0.047,28.645,4.14,0.005,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Смоленская область,2015-01-01,0.0,,0.0,0.0,0.0,0,22.365,0.039,22.326,0.6960000000000001,0.001,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Смоленская область,2016-01-01,0.0,0,0.0,0.0,0.0,0,26.71,0.033,26.677,4.463,0.0,0.63,0.015374242,0.0,0.0,0,0.0,0.0,0
Смоленская область,2017-01-01,0.0,0,0.0,0.0,0.0,0,26.381,0.034,26.346999999999998,5.3100000000000005,0.0,0.611,0.0048871571,0.0,0.0,0,0.0,0.0,0
Ставропольский край,2013-01-01,-76.34811393947133,-21.377537422507228,-54.97057651704967,3827.20799999987,3827.20799999987,0,4085.0590000009583,4033.737000000314,51.32200000000196,3.387,0.20000000000015916,,,,,0,,,0
Ставропольский край,2014-01-01,-176.717,-49.481,-127.236,4132.459,4132.459,0,4388.687,4329.532999999999,59.153999999999996,5.091,639.5540000000002,0.8430000000000001,0.0053174629,153.48600000000005,153.48600000000005,0,27.776,27.776,0
Ставропольский край,2015-01-01,-1707.9029999999998,,-1707.9029999999998,4935.960999999998,4935.960999999998,0,5159.305,5101.346000000001,57.958999999999996,3.141,642.427,1.545,0.0110119921,143.47899999999996,143.47899999999996,0,4.7040000000000015,4.7040000000000015,0
Ставропольский край,2016-01-01,-4307.194,-313.01,-3994.184,4357.539000000002,4357.539000000002,0,4572.721000000001,4524.340999999999,48.38,4.168,0.135,0.16699999999999998,0.001335149,143.37,143.37,0,6.343,6.343,0
Ставропольский край,2017-01-01,-6155.314,-2357.485,-3797.829,6054.555,6054.555,0,6321.602,6275.946999999999,45.655,5.811,0.135,0.012,5.12533e-05,200.645,200.645,0,5.14,5.14,0
Тамбовская область,2013-01-01,,,,,,0,9.328000000000447,,9.32799999999849,0.13899999999999998,0.0,,,,,0,,,0
Тамбовская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,9.302999999999999,0.016,9.287,0.002,0.0,0.165,0.0052351137,0.0,0.0,0,0.0,0.0,0
Тамбовская область,2015-01-01,0.0,,0.0,0.0,0.0,0,10.549,0.002,10.547,0.5489999999999999,0.0,1.22,0.0358824585,0.0,0.0,0,0.0,0.0,0
Тамбовская область,2016-01-01,0.0,0,0.0,0.0,0.0,0,8.916,0.011,8.905,0.5690000000000001,0.0,1.81,0.0304307191,0.0,0.0,0,0.0,0.0,0
Тамбовская область,2017-01-01,0.0,0,0.0,0.0,0.0,0,9.448,0.013,9.435,0.383,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Тверская область,2013-01-01,178.98999999998108,50.116999999989844,128.87299999998822,,,0,41.23199999999011,1.197000000000426,40.034999999994625,1.4050000000000002,0.0,,,,,0,,,0
Тверская область,2014-01-01,392.37,109.864,282.50600000000014,0.0,0.0,0,31.971999999999998,0.978,30.994,3.1180000000000003,0.0,0.654,0.0082718436,0.0,0.0,0,0.0,0.0,0
Тверская область,2015-01-01,296.307,,296.307,0.0,0.0,0,34.13,0.7909999999999999,33.339,1.649,0.0,0.7879999999999999,0.0094278864,0.0,0.0,0,0.0,0.0,0
Тверская область,2016-01-01,320.099,24.602,295.497,0.0,0.0,0,45.87,0.39299999999999996,45.477,2.408,13.639000000000001,0.055,0.0006388650000000001,0.0,0.0,0,0.0,0.0,0
Тверская область,2017-01-01,277.023,106.10000000000001,170.923,0.0,0.0,0,46.651,0.39799999999999996,46.253,6.146,13.639000000000001,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Томская область,2013-01-01,240.9409999999439,67.4629999999989,173.47800000002778,60144.324000016466,60144.324000016466,0,61922.39699999186,61900.50500000786,21.89200000000472,52.71200000000001,-8.881784197001252e-16,,,,,0,,,0
Томская область,2014-01-01,309.867,86.763,223.104,62245.669,62245.669,0,64136.982,64127.502,9.48,7.004,5.8039999999999985,138.531,4.0725761761,1850.711,1850.711,0,29.79600000000001,29.79600000000001,0
Томская область,2015-01-01,291.6090000000001,,291.6090000000001,65286.563,65286.563,0,68049.202,68019.814,29.388,30.661,0.923,153.609,4.1749075038,1615.2530000000006,1615.2530000000006,0,1116.985,1116.985,0
Томская область,2016-01-01,428.543,32.871,395.672,52804.242,52804.242,0,56032.123,55996.496,35.626999999999995,6.75,0.0,105.352,2.5521150903,1631.931,1631.931,0,1559.78,1559.78,0
Томская область,2017-01-01,445.088,170.46800000000002,274.62,74346.762,74346.762,0,79117.07,79089.515,27.555,11.264000000000001,0.0,21.073,0.2305530176,2760.559,2760.559,0,1982.1370000000002,1982.1370000000002,0
Тульская область,2013-01-01,,,,,,0,155.23399999998554,3.722000000000409,151.51199999996038,20.553000000000004,0.0,,,,,0,,,0
Тульская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,173.112,3.4080000000000004,169.704,24.159000000000002,0.0,0.07,0.0014547087,0.0,0.0,0,0.0,0.0,0
Тульская область,2015-01-01,0.598,,0.598,0.0,0.0,0,171.25400000000005,4.022,167.232,25.228,0.0,0.081,0.0015210979,0.0,0.0,0,0.0,0.0,0
Тульская область,2016-01-01,0.16,0,0.16,0.0,0.0,0,149.644,4.623,145.02100000000004,8.474,0.0,0.002,2.79901e-05,0.0,0.0,0,0.0,0.0,0
Тульская область,2017-01-01,0.16399999999999998,0.063,0.101,0.0,0.0,0,181.175,6.678,174.497,6.569,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Тюменская область,2013-01-01,2020.301999999365,565.6839999997809,1454.6179999998994,49922.99600000801,49922.99600000801,0,49975.33400001967,49923.4449999886,51.8890000000042,29.724,0.0,,,,,0,,,0
Тюменская область,2014-01-01,1983.902,555.4920000000001,1428.41,57958.105,57958.105,0,58007.262,57958.725,48.537,30.137,0.0,480.177,8.759809194099999,0.0,0.0,0,0.0,0.0,0
Тюменская область,2015-01-01,-159.89700000000005,,-159.89700000000005,68428.17,68428.17,0,68486.99900000001,68428.735,58.263999999999996,32.674,0.0,260.93,4.6693691851,0.0,0.0,0,0.0,0.0,0
Тюменская область,2016-01-01,-1188.557,-95.043,-1093.514,62157.194,62157.194,0,62252.251,62157.876,94.375,23.625,0.0,247.097,3.4369613165,0.0,0.0,0,0.0,0.0,0
Тюменская область,2017-01-01,-4200.827,-1608.9170000000001,-2591.91,81362.185,81362.185,0,81445.015,81363.018,81.99700000000001,9.442,0.0,0.5670000000000001,0.0034119925,0.0,0.0,0,0.0,0.0,0
Удмуртская Республика,2013-01-01,,,,46434.81899998847,46434.81899998847,0,46455.12900001066,46434.62299998035,20.505999999992998,3.9220000000000113,0.0,,,,,0,,,0
Удмуртская Республика,2014-01-01,0.0,0,0.0,50013.819,50013.819,0,50030.26,50013.884000000005,16.375999999999998,28.82800000000001,0.0,26.159000000000002,0.3790916582,0.0,0.0,0,0.0,0.0,0
Удмуртская Республика,2015-01-01,0.0,,0.0,57340.192,57340.192,0,57356.808,57340.206,16.602,83.51400000000002,0.0,18.402,0.2593129742,0.0,0.0,0,0.0,0.0,0
Удмуртская Республика,2016-01-01,0.0,0,0.0,50302.195,50302.195,0,50319.66,50302.225999999995,17.434,82.24799999999998,0.0,191.077,2.7518354979,0.0,0.0,0,0.0,0.0,0
Удмуртская Республика,2017-01-01,0.0,0,0.0,74309.734,74309.734,0,74331.946,74309.757,22.189,37.794000000000004,221.706,40.62,0.3115426793,0.0,0.0,0,0.0,0.0,0
Ульяновская область,2013-01-01,18.509999999999497,5.182999999998847,13.326999999997224,3068.173999999,3068.173999999,0,3109.6030000007304,3081.056999998812,28.546000000001087,0.72,0.0,,,,,0,,,0
Ульяновская область,2014-01-01,20.12,5.634,14.486,3278.124000000001,3278.124000000001,0,3317.869,3289.6209999999996,28.248,1.236,0.0,0.006,0.0002018187,0.0,0.0,0,0.0,0.0,0
Ульяновская область,2015-01-01,15.018,,15.018,3690.73,3690.73,0,3729.99,3701.45,28.54,2.241,0.0,2.944,0.050001639,0.0,0.0,0,0.0,0.0,0
Ульяновская область,2016-01-01,7.644,0.67,6.974,3154.429,3154.429,0,3195.094,3164.707000000001,30.386999999999997,2.738,0.0,0.6709999999999999,0.0113400969,0.0,0.0,0,0.0,0.0,0
Ульяновская область,2017-01-01,2.4410000000000003,0.935,1.506,4445.672000000001,4445.672000000001,0,4481.432,4454.733,26.699,1.5490000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Хабаровский край,2013-01-01,12395.505999999492,3470.7419999981594,8924.764000001376,,,0,2373.4649999988424,931.263999999604,1442.2009999994636,13.621999999999993,0.0,,,,,0,,,0
Хабаровский край,2014-01-01,10623.043,2974.452,7648.5909999999985,0.0,0.0,0,2219.25,874.3860000000002,1344.864,51.20399999999999,0.0,1.163,0.0116090329,0.0,0.0,0,0.0,0.0,0
Хабаровский край,2015-01-01,9920.011,,9920.011,0.0,0.0,0,3272.7009999999996,1287.799,1984.902,7.67,0.0,3.182,0.0308066014,0.0,0.0,0,0.0,0.0,0
Хабаровский край,2016-01-01,17948.376,1418.9170000000001,16529.459,0.0,0.0,0,3583.179,1417.8580000000004,2165.321,5.26,0.0,2.795,0.023451106800000003,0.0,0.0,0,0.0,0.0,0
Хабаровский край,2017-01-01,22687.264,8689.222,13998.042,0.0,0.0,0,3166.7090000000007,1246.829,1919.88,9.451,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Ханты-Мансийский АО-Югра,2013-01-01,22512.10599998769,6303.392000004164,16208.714000002183,1286391.2690000166,1286391.2690000166,0,1287082.0550004914,1286684.3039997546,397.75100000007313,80.735,5.876,,,,,0,,,0
Ханты-Мансийский АО-Югра,2014-01-01,8097.156999999998,2267.204,5829.953,1404070.076,1404070.076,0,1405651.2769999998,1404617.2240000002,1034.053,50.3,0.312,448.413,4.6525948774,540.433,540.433,0,3.608,3.608,0
Ханты-Мансийский АО-Югра,2015-01-01,12108.789,,12108.789,1457728.448,1457728.448,0,1459803.4840000002,1458281.158,1522.326,242.66600000000003,0.303,769.533,7.4743428324000005,538.874,538.874,0,11.431,11.431,0
Ханты-Мансийский АО-Югра,2016-01-01,18283.716,1294.501,16989.215,1231432.5259999998,1231432.5259999998,0,1233551.682,1232038.226,1513.456,68.381,3.5290000000000004,633.779,5.0017887235,588.533,588.533,0,15.738,15.738,0
Ханты-Мансийский АО-Югра,2017-01-01,19999.496,7659.807000000001,12339.688999999997,1731964.67,1731964.67,0,1733340.77,1732547.79,792.98,21.327,3.5290000000000004,489.78,1.7074484502,568.1410000000002,568.1410000000002,0,14.974,14.974,0
Челябинская область,2013-01-01,,,,,,0,1417.1280000000247,490.0350000001887,927.0929999997138,14.80700000000001,0.003,,,,,0,,,0
Челябинская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,1413.8039999999999,490.142,923.6619999999999,27.04600000000001,0.0,0.184,0.001206158,0.0,0.0,0,0.0,0.0,0
Челябинская область,2015-01-01,0.0,,0.0,0.0,0.0,0,1921.17,696.2139999999999,1224.956,61.03100000000001,0.0,0.158,0.0010339680000000001,0.0,0.0,0,0.0,0.0,0
Челябинская область,2016-01-01,0.0,0,0.0,0.0,0.0,0,2149.448000000001,781.7389999999999,1367.7089999999998,35.709,0.0,0.081,0.0004299922,0.0,0.0,0,0.0,0.0,0
Челябинская область,2017-01-01,0.0,0,0.0,0.0,0.0,0,2026.0739999999998,725.308,1300.766,30.573,0.0,0.03,7.349900000000001e-05,0.0,0.0,0,0.0,0.0,0
Чеченская Республика,2013-01-01,,,,2525.8650000002904,2525.8650000002904,0,2530.089999999873,2526.558999999439,3.5310000000012045,1.571,0.0,,,,,0,,,0
Чеченская Республика,2014-01-01,0.0,0,0.0,2623.329,2623.329,0,2629.072,2624.1659999999997,4.9060000000000015,0.151,0.004,0.888,0.040077229900000004,0.8370000000000001,0.8370000000000001,0,0.0,0.0,0
Чеченская Республика,2015-01-01,0.001,,0.001,2435.348,2435.348,0,2438.679,2436.6310000000008,2.048,0.049,0.004,0.815,0.0388752229,1.2819999999999998,1.2819999999999998,0,0.0,0.0,0
Чеченская Республика,2016-01-01,0.0,0,0.0,718.73,718.73,0,724.169,719.9910000000001,4.178,0.175,0.004,0.915,0.0448602859,1.2890000000000001,1.2890000000000001,0,0.0,0.0,0
Чеченская Республика,2017-01-01,0.0,0,0.0,725.5189999999999,725.5189999999999,0,732.3820000000002,727.2339999999999,5.1480000000000015,0.731,0.004,0.21600000000000005,0.0038625898,1.71,1.71,0,0.0,0.0,0
Чувашская Республика,2013-01-01,,,,,,0,28.967000000003544,0.06500000000001806,28.901999999989425,0.859,0.0,,,,,0,,,0
Чувашская Республика,2014-01-01,0.0,0,0.0,0.0,0.0,0,37.436,0.036000000000000004,37.4,1.226,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Чувашская Республика,2015-01-01,0.0,,0.0,0.0,0.0,0,30.820999999999998,0.053000000000000005,30.768,0.968,0.0,0.14700000000000002,0.0038236183,0.0,0.0,0,0.0,0.0,0
Чувашская Республика,2016-01-01,0.0,0,0.0,0.0,0.0,0,18.802,0.015,18.787000000000006,1.7280000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Чувашская Республика,2017-01-01,0.0,0,0.0,0.0,0.0,0,17.912000000000006,0.013,17.899,2.12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Чукотский автономный округ,2013-01-01,,,,,,0,2236.085999999804,898.4820000001217,1337.6039999996935,0.0,0.0,,,,,0,,,0
Чукотский автономный округ,2014-01-01,0.0,0,0.0,0.0,0.0,0,3021.739,1213.2089999999998,1808.53,0.043,0.0,0.14200000000000002,0.07917523929999999,7.8130000000000015,7.8130000000000015,0,0.0,0.0,0
Чукотский автономный округ,2015-01-01,0.0,,0.0,0.0,0.0,0,4890.507000000001,1956.9129999999998,2933.594,34.379000000000005,0.0,0.0,0.0,2.198,2.198,0,0.0,0.0,0
Чукотский автономный округ,2016-01-01,0.0,0,0.0,0.0,0.0,0,5044.35,2018.582,3025.768,0.941,0.0,0.0,0.0,2.021,2.021,0,0.0,0.0,0
Чукотский автономный округ,2017-01-01,0.0,0,0.0,0.0,0.0,0,3591.07,1437.0829999999999,2153.987,0.795,0.0,0.0,0.0,2.2880000000000003,2.2880000000000003,0,0.0,0.0,0
Ямало-Ненецкий АО,2013-01-01,1869.1779999997354,523.3699999996488,1345.807999999906,102613.54199995646,102613.54199995646,0,401611.12300008134,400904.82099999883,706.3020000000823,6.511000000000024,33.309000000000005,,,,,0,,,0
Ямало-Ненецкий АО,2014-01-01,868.99,243.318,625.672,110904.482,110904.482,0,452436.446,451794.162,642.284,187.985,0.0,285.999,3.8439986973,329329.745,329329.745,0,11544.652,11544.652,0
Ямало-Ненецкий АО,2015-01-01,722.072,,722.072,117211.247,117211.247,0,499408.27200000006,498866.703,541.5690000000002,8056.531999999998,436.904,9110.019,57.6728356636,319156.34,319156.34,0,62468.772,62468.772,0
Ямало-Ненецкий АО,2016-01-01,572.8969999999998,22.679000000000002,550.2180000000002,105221.593,105221.593,0,537106.676,536598.3620000001,508.314,2.201,0.0,496.935,5.563901255,339414.93,339414.93,0,91928.876,91928.876,0
Ямало-Ненецкий АО,2017-01-01,770.355,295.046,475.309,173576.91,173576.91,0,775857.521,775393.4079999999,464.11300000000006,39.258,27.82200000000001,2825.007,11.9229506651,505607.17,505607.17,0,96181.32,96181.32,0
Ярославская область,2013-01-01,25467.662999989792,7130.944999998115,18336.7179999951,,,0,29.330999999985448,0.14500000000004223,29.186000000014207,3.0139999999999993,0.0,,,,,0,,,0
Ярославская область,2014-01-01,23973.101,6712.469,17260.631999999998,0.0,0.0,0,26.092,0.206,25.886000000000006,4.754,0.0,0.16399999999999998,0.0024125080000000003,0.0,0.0,0,0.0,0.0,0
Ярославская область,2015-01-01,23220.893,,23220.893,0.0,0.0,0,21.853,0.251,21.601999999999997,5.9620000000000015,0.0,0.189,0.0025237345000000003,0.0,0.0,0,0.0,0.0,0
Ярославская область,2016-01-01,36521.991,3004.7450000000003,33517.246,0.0,0.0,0,24.78,0.273,24.506999999999998,5.823,578.991,0.031,0.0001899091,0.0,0.0,0,0.0,0.0,0
Ярославская область,2017-01-01,46126.96,17666.626,28460.334,0.0,0.0,0,23.385,0.34400000000000003,23.041,7.049,578.991,0.006999999999999999,2.32285e-05,0.0,0.0,0,0.0,0.0,0
г. Москва,2013-01-01,23288.84899999228,6520.878000001746,16767.971000005764,,,0,,,,131.156,27.901000000000003,,,,,0,,,0
г. Москва,2014-01-01,21369.953,5983.587,15386.366000000002,-0.079,-0.079,0,302.4,301.015,1.385,53.984,51.52,815.3639999999998,0.4108512407,0.008,0.008,0,0.0,0.0,0
г. Москва,2015-01-01,19779.256,,19779.256,-0.005,-0.005,0,2741.52,2739.8759999999997,1.644,500.559,80.99600000000002,1617.865,0.7869256979000001,0.0,0.0,0,0.0,0.0,0
г. Москва,2016-01-01,29827.394,2385.3320000000003,27442.062,0.003,0.003,0,1978.888,1977.591,1.2970000000000002,1514.922,15.15,2686.532,0.9706111863,0.0,0.0,0,0.0,0.0,0
г. Москва,2017-01-01,23486.306,8995.255000000001,14491.051,-0.003,-0.003,0,183.857,178.78599999999997,5.0710000000000015,3268.9570000000012,15.205,3515.3230000000012,0.6249971553,0.0,0.0,0,0.0,0.0,0
г. Санкт-Петербург,2013-01-01,,,,,,0,16.57100000135263,16.881000003280544,,1.623,13.883,,,,,0,,,0
г. Санкт-Петербург,2014-01-01,-59.75400000000001,-16.731,-43.023,0.0,0.0,0,0.091,0.018000000000000002,0.07300000000000001,1.514,0.0,132.43800000000002,0.3965511981,0.0,0.0,0,0.0,0.0,0
г. Санкт-Петербург,2015-01-01,19.764,,19.764,0.0,0.0,0,0.068,0.022,0.046,3.966,0.0,135.434,0.4394368716,0.0,0.0,0,0.0,0.0,0
г. Санкт-Петербург,2016-01-01,-79.51100000000002,-13.503,-66.00800000000001,0.0,0.0,0,4187.138,4187.1010000000015,0.037000000000000005,6.279,0.0,35.374,0.0908492297,0.0,0.0,0,0.0,0.0,0
г. Санкт-Петербург,2017-01-01,2.129,0.8150000000000001,1.314,0.0,0.0,0,8624.188,8624.155,0.033,8.620000000000001,0.0,40.02,0.0479898828,0.0,0.0,0,0.0,0.0,0
г.Севастополь,2015-01-01,0.0,,0.0,0.0,0.0,0,15.071000000000002,0.0,15.071000000000002,0.0,0.0,0.067,0.08808487699999999,0.0,0.0,0,0.0,0.0,0
г.Севастополь,2016-01-01,0.0,0,0.0,0.0,0.0,0,0.258,0.0,0.258,0.0,0.0,0.067,0.0471270108,0.0,0.0,0,0.0,0.0,0
г.Севастополь,2017-01-01,0.0,0,0.0,0.0,0.0,0,15.220999999999998,0.0,15.220999999999998,0.0,0.0,0.5840000000000001,0.1200477724,0.0,0.0,0,0.0,0.0,0
